temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,latitude,longitude
31.8,37.6,24.0,63.64,0.039,100,rain,0.0,0.0,,7.1,248.0,1010.3,89.0,11.8,589.8,2.1,6,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.190253204,101.762774
25.8,25.8,24.6,92.72,0.0,0,,0.0,0.0,,0.4,34.0,1012.4,89.0,8.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.136287982,101.7642338
32.0,38.1,24.2,63.43,0.0,0,,0.0,0.0,,11.5,54.0,,89.0,10.0,749.5,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.132270853,101.7354709
24.0,24.0,24.0,100.0,0.0,0,,0.0,0.0,,0.4,341.0,,89.0,6.7,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.103553363,101.7453912
30.0,31.6,19.5,53.31,0.0,0,,0.0,0.0,,11.5,73.0,,89.0,10.0,712.3,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.115427066,101.7552716
32.0,38.5,24.5,64.64,0.0,0,,0.0,0.0,,15.2,230.0,,89.0,10.0,75.3,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.130619233,101.7747699
26.1,26.1,23.1,83.58,0.0,0,,0.0,0.0,,2.0,34.0,,89.0,9.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.172276609,101.7122531
33.0,38.1,23.0,55.81,0.0,0,,0.0,0.0,,7.0,40.0,,89.0,10.0,347.5,1.3,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.152130473,101.7623708
29.0,32.9,23.1,70.71,0.0,0,,0.0,0.0,,4.9,24.0,,98.5,10.0,393.6,1.4,4,,Overcast,cloudy,"48647099999,48650099999,WMSA,WMKK",3.143564338,101.7092428
25.3,25.3,24.6,95.69,0.0,0,,0.0,0.0,,1.4,12.0,1012.5,89.0,6.6,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.142313407,101.7374946
26.8,29.8,24.0,84.61,0.0,0,,0.0,0.0,,1.4,308.0,1013.6,89.0,9.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.122477689,101.750749
31.0,36.5,24.0,66.38,0.0,0,,0.0,0.0,,15.4,290.0,,89.0,10.0,47.3,0.2,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.122379109,101.7200146
32.0,36.6,22.9,58.53,0.0,0,,0.0,0.0,,7.6,27.0,,89.0,10.0,89.6,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.168313632,101.7180494
27.1,30.2,24.0,83.38,0.0,0,,0.0,0.0,,9.8,229.0,,89.0,9.5,461.6,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.176067971,101.785881
33.2,39.3,23.8,57.63,0.0,0,,0.0,0.0,,5.9,359.0,,89.0,10.0,729.0,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.13538363,101.7711091
27.0,30.5,24.7,87.4,0.0,0,,0.0,0.0,,1.0,17.0,,89.0,4.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.104888944,101.7697726
30.1,32.9,21.2,58.7,0.0,0,,0.0,0.0,,6.1,301.0,1015.8,89.0,10.8,935.5,3.4,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.193633492,101.7449461
30.6,35.4,23.4,65.45,0.0,0,,0.0,0.0,,3.9,317.0,1015.0,89.0,12.1,660.8,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.114650971,101.7133952
24.0,24.0,22.0,88.6,0.0,0,,0.0,0.0,,2.4,334.0,,89.0,7.5,32.2,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.188510608,101.7278994
26.0,26.0,22.6,81.71,0.0,0,,0.0,0.0,,5.7,339.0,,89.0,5.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.141615646,101.7375418
25.4,25.4,23.9,91.54,0.0,0,,0.0,0.0,,1.8,3.0,1012.5,89.0,7.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.134710508,101.7669341
29.8,34.8,24.0,71.06,0.0,0,,0.0,0.0,,5.1,282.0,,89.0,10.0,77.4,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.190581594,101.7555534
23.0,23.0,22.8,98.59,0.0,0,,0.0,0.0,,0.2,5.0,1009.7,89.0,7.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.193037957,101.7160187
29.6,33.4,22.8,66.96,0.0,0,,0.0,0.0,,5.6,53.0,,89.0,9.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.149095802,101.7598699
27.8,30.4,22.0,70.8,0.0,0,,0.0,0.0,,7.4,72.0,,89.0,8.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.165975165,101.7661005
25.4,25.4,24.5,94.86,0.0,0,,0.0,0.0,,2.0,17.0,1012.4,89.0,6.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.123304191,101.777292
28.8,30.7,20.2,59.76,0.0,0,,0.0,0.0,,6.6,28.0,,89.0,10.0,734.8,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.100791765,101.7238215
25.2,25.2,23.5,90.35,0.0,0,,0.0,0.0,,3.0,331.0,1011.0,88.0,6.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.138454129,101.7515872
32.5,38.9,24.3,62.12,0.0,0,,0.0,0.0,,11.2,282.0,,89.0,10.0,266.6,1.0,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.119072487,101.7795623
27.7,32.1,25.0,85.15,0.0,0,,0.0,0.0,,0.0,0.0,1012.9,88.3,6.6,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.136569139,101.7080372
25.0,25.0,23.2,89.4,0.0,0,,0.0,0.0,,5.4,323.0,1011.4,89.0,8.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.177606111,101.7846669
32.6,35.7,21.1,50.58,0.0,0,,0.0,0.0,,8.3,37.0,1009.3,87.9,12.0,249.9,0.9,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.124776847,101.7482784
30.0,35.2,24.1,71.02,0.0,0,,0.0,0.0,,5.0,303.0,1012.1,87.9,11.9,324.6,1.2,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.151234046,101.770155
26.0,26.0,23.4,85.8,0.0,0,,0.0,0.0,,3.1,26.0,,89.0,5.7,40.5,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.103041695,101.7736656
24.8,24.8,23.9,94.58,0.0,0,,0.0,0.0,,0.2,13.0,1010.8,89.0,6.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.166716455,101.7022427
27.1,31.3,25.7,92.18,0.0,0,,0.0,0.0,,1.2,18.0,,89.0,6.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.149428597,101.7016328
24.2,24.2,21.8,86.4,0.0,0,,0.0,0.0,,2.5,64.0,,89.0,9.2,32.2,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.141552641,101.752244
24.8,24.8,23.8,94.18,0.0,0,,0.0,0.0,,0.9,12.0,,89.0,4.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.15702397,101.78125
32.0,38.2,24.3,63.71,0.0,0,,0.0,0.0,,12.3,55.0,,89.0,10.0,749.5,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.11927061,101.773959
23.6,23.6,21.4,87.58,0.0,0,,0.0,0.0,,1.7,22.0,1012.9,89.0,6.9,271.9,1.0,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.136610978,101.7582253
27.2,31.1,25.0,87.78,0.0,0,,0.0,0.0,,2.5,5.0,,89.0,5.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.176364699,101.7632832
27.1,30.8,24.8,86.8,0.0,0,,0.0,0.0,,2.9,328.0,,88.0,6.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK",3.17497415,101.7554909
32.9,38.6,23.5,57.89,0.0,0,,0.0,0.0,,6.7,321.0,1011.5,89.0,12.3,871.0,3.1,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.175564219,101.7796675
26.0,26.0,20.0,69.55,0.0,0,,0.0,0.0,,5.3,38.0,,89.0,8.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.187146305,101.7281931
26.1,26.1,24.9,92.87,0.0,0,,0.0,0.0,,0.0,0.0,,89.0,3.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.194695798,101.7042576
28.0,31.0,22.6,72.65,0.0,0,,0.0,0.0,,5.0,170.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.154959073,101.7430153
28.0,29.8,20.2,62.71,0.0,0,,0.0,0.0,,5.7,71.0,,89.0,10.0,528.8,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.111829859,101.7465516
29.7,36.6,25.8,79.76,0.15,100,rain,0.0,0.0,,7.0,297.0,1008.7,89.0,7.8,0.0,,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.093443776,101.7481961
24.1,24.1,22.9,93.42,0.0,0,,0.0,0.0,,1.6,46.0,1013.2,89.0,9.9,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.181563765,101.7116366
32.0,37.9,24.0,62.71,0.0,0,,0.0,0.0,,7.1,286.0,,89.0,10.0,458.9,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.122432735,101.7550528
26.0,26.0,23.4,85.7,0.0,0,,0.0,0.0,,1.8,19.0,,89.0,6.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.126226715,101.7359094
28.2,32.4,24.2,79.09,0.0,0,,0.0,0.0,,10.0,196.0,,89.0,9.8,850.3,3.1,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.123896581,101.7419032
28.1,31.3,22.8,72.85,0.0,0,,0.0,0.0,,5.0,36.0,1013.8,89.0,9.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.127779514,101.7119267
25.3,25.3,24.6,96.08,0.0,0,,0.0,0.0,,1.2,25.0,1011.6,89.0,6.6,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.108291331,101.7061691
26.8,29.5,23.8,83.65,0.0,0,,0.0,0.0,,5.0,133.0,,89.0,10.0,458.0,1.6,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.138336011,101.7740332
25.6,25.6,24.0,91.05,0.0,0,,0.0,0.0,,0.0,0.0,1012.1,89.0,8.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.096192548,101.7574977
26.0,26.0,23.7,87.42,0.0,0,,0.0,0.0,,7.8,127.0,,89.0,9.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.133035037,101.7763342
24.2,24.2,21.8,86.13,0.0,0,,0.0,0.0,,3.6,12.0,,89.0,6.9,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.126675106,101.7606615
32.7,37.8,23.1,57.1,0.0,0,,0.0,0.0,,4.9,222.0,1013.0,89.0,11.4,774.3,2.8,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.130675786,101.7471539
30.2,35.7,24.2,70.34,0.0,0,,0.0,0.0,,9.8,346.0,,89.0,10.0,349.0,1.3,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.172677033,101.7848798
33.7,39.6,23.5,55.49,0.0,0,,0.0,0.0,,7.0,164.0,1011.6,89.0,11.9,486.3,1.8,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.101147357,101.7460156
26.7,29.4,23.8,84.02,0.0,0,,0.0,0.0,,2.1,25.0,1010.1,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.100854692,101.7018515
25.8,25.8,24.8,94.3,0.0,0,,0.0,0.0,,0.0,0.0,1010.3,89.0,6.2,78.6,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.169660206,101.7862451
27.0,30.1,24.0,83.68,0.0,0,,0.0,0.0,,0.5,351.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.152612284,101.7055655
25.4,25.4,23.2,87.57,0.0,0,,0.0,0.0,,4.2,4.0,,89.0,10.0,0.3,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.092971423,101.7270114
24.0,24.0,21.9,87.88,0.0,0,,0.0,0.0,,1.6,28.0,,89.0,10.0,37.4,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.128638698,101.6994921
32.2,38.1,24.0,62.11,0.0,0,,0.0,0.0,,12.4,321.0,,89.0,10.0,590.0,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.180247008,101.7406551
33.0,38.3,23.2,56.53,0.0,0,,0.0,0.0,,7.1,194.0,,89.0,10.0,931.3,3.4,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.197348286,101.7774649
25.8,25.8,23.7,88.05,0.0,0,,0.0,0.0,,2.0,14.0,1012.0,85.9,6.8,231.9,0.8,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.142037251,101.7546927
25.0,25.0,24.1,95.23,0.3,100,rain,0.0,0.0,,2.1,319.0,,88.0,5.1,0.0,,0,,"Rain, Partially cloudy",rain,"WMSA,WMKK",3.121225761,101.7260201
30.8,35.2,23.0,63.24,0.0,0,,0.0,0.0,,3.6,60.0,,89.0,10.0,426.9,1.5,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.100624066,101.7474597
26.0,26.0,23.5,86.3,0.0,0,,0.0,0.0,,3.6,12.0,,89.0,6.9,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.095200184,101.7387312
26.1,26.1,24.6,91.33,0.0,0,,0.0,0.0,,4.1,345.0,1010.3,89.0,8.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.122027314,101.7691729
32.7,39.2,24.3,61.1,0.0,0,,0.0,0.0,,6.4,304.0,,89.0,10.0,698.5,2.5,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.128701454,101.7790016
26.0,26.0,25.0,94.23,0.0,0,,0.0,0.0,,3.1,122.0,,89.0,9.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.107253981,101.7815749
33.9,39.2,23.0,53.17,0.0,0,,0.0,0.0,,4.4,129.0,,89.0,10.0,671.3,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.152375739,101.7098003
33.7,36.2,20.2,45.17,0.0,0,,0.0,0.0,,6.9,114.0,,89.0,10.0,668.8,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.142190787,101.7228811
28.2,32.1,23.8,77.09,0.0,0,,0.0,0.0,,2.9,68.0,,89.0,7.6,580.3,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.169781558,101.7568408
26.0,26.0,23.8,87.53,0.0,0,,0.0,0.0,,4.0,228.0,,89.0,10.0,566.3,2.0,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.093084132,101.7361347
26.0,26.0,25.0,94.23,0.0,0,,0.0,0.0,,2.1,45.0,,89.0,10.0,0.5,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.185214884,101.7352738
24.8,24.8,23.9,94.67,0.0,0,,0.0,0.0,,0.5,9.0,1009.7,89.0,8.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.169177418,101.7091927
26.8,29.7,24.0,84.54,0.0,0,,0.0,0.0,,3.6,249.0,,89.0,9.0,525.8,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.182955247,101.7436536
25.9,25.9,24.7,93.07,0.0,0,,0.0,0.0,,3.3,85.0,1010.7,89.0,9.2,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.191968903,101.7467441
30.8,34.9,22.8,62.45,0.0,0,,0.0,0.0,,10.1,48.0,,89.0,10.0,549.5,2.0,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.172037799,101.7852568
26.0,26.0,24.6,92.12,0.0,0,,0.0,0.0,,6.2,329.0,,89.0,5.9,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.16758116,101.7502829
27.9,31.7,24.0,79.57,0.0,0,,0.0,0.0,,4.4,44.0,,89.0,9.9,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.127054468,101.7029164
31.0,37.5,24.8,69.28,0.0,0,,0.0,0.0,,8.2,256.0,1009.7,89.0,10.0,193.7,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.134412143,101.735686
25.3,25.3,24.1,93.42,0.0,0,,0.0,0.0,,1.8,225.0,,89.0,8.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.178054303,101.7159131
25.4,25.4,24.2,93.32,0.0,0,,0.0,0.0,,2.0,249.0,1014.7,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.16906726,101.7024769
26.2,26.2,25.0,93.16,0.0,0,,0.0,0.0,,1.5,315.0,,89.0,6.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.185128735,101.7583141
27.2,29.4,21.8,72.67,0.0,0,,0.0,0.0,,8.2,12.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.133283203,101.7226676
28.0,32.7,25.0,83.79,0.0,0,,0.0,0.0,,4.0,240.0,,89.0,10.0,0.4,0.0,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.106680746,101.7510245
29.0,33.6,24.0,74.47,0.0,0,,0.0,0.0,,4.0,126.0,,89.0,9.2,441.8,1.6,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.131919221,101.7649646
26.1,26.1,25.0,93.59,0.17,100,rain,0.0,0.0,,2.3,86.0,1012.8,89.0,4.9,0.0,,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.187409567,101.7253376
25.8,25.8,24.6,93.39,0.0,0,,0.0,0.0,,0.6,3.0,1012.5,89.0,6.7,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.158702603,101.7365932
25.9,25.9,23.3,86.05,0.0,0,,0.0,0.0,,1.3,360.0,1009.2,89.0,9.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.09084931,101.753663
31.6,37.3,24.0,64.19,0.0,0,,0.0,0.0,,7.0,174.0,1015.1,89.0,12.1,719.0,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.12671858,101.7003654
26.9,28.6,21.0,70.31,0.0,0,,0.0,0.0,,8.3,57.0,,89.0,9.1,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.138852645,101.7072694
32.8,39.0,24.0,59.91,0.0,0,,0.0,0.0,,5.4,78.0,,89.0,10.0,602.3,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.156274089,101.7457852
25.7,25.7,24.0,90.1,0.0,0,,0.0,0.0,,6.6,300.0,,89.0,8.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.141989468,101.7821358
25.2,25.2,23.8,91.97,0.0,0,,0.0,0.0,,0.4,27.0,,89.0,6.8,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.18446514,101.7623879
25.0,25.0,24.0,94.19,0.0,0,,0.0,0.0,,3.3,280.0,,89.0,8.3,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.150616053,101.7215038
31.8,36.1,22.6,58.19,0.0,0,,0.0,0.0,,4.4,333.0,,89.0,10.0,859.3,3.1,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.086985245,101.7097465
29.8,34.9,24.1,71.88,0.967,100,rain,0.0,0.0,,5.4,300.0,1010.8,89.0,12.2,879.8,3.2,9,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.121867484,101.7165752
25.0,25.0,23.7,92.64,0.0,0,,0.0,0.0,,1.8,324.0,1013.6,89.0,5.2,264.0,1.0,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.149773769,101.746534
27.0,30.3,24.5,86.27,0.0,0,,0.0,0.0,,6.4,270.0,,97.3,7.0,0.6,0.0,0,,Overcast,cloudy,"48647099999,48650099999,WMSA,WMKK",3.129634142,101.7700597
28.0,32.1,24.2,79.89,0.0,0,,0.0,0.0,,0.7,47.0,,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.167783452,101.7600804
25.1,25.1,23.7,91.67,0.0,0,,0.0,0.0,,1.6,323.0,1011.7,89.0,6.5,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.142249467,101.7029979
28.2,32.9,24.8,81.83,0.0,0,,0.0,0.0,,0.0,0.0,,89.0,10.0,452.4,1.6,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.133907236,101.7433658
30.0,35.9,24.8,73.86,0.0,0,,0.0,0.0,,3.4,91.0,1011.4,89.0,12.2,518.0,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.136122205,101.699546
32.0,36.6,22.8,58.5,0.0,0,,0.0,0.0,,7.7,28.0,,89.0,10.0,89.6,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.158985175,101.7219488
32.8,39.8,24.6,61.97,0.049,100,rain,0.0,0.0,,8.2,47.0,1008.9,89.0,12.1,680.8,2.5,7,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK",3.091063861,101.7437455
26.0,26.0,23.9,88.12,0.0,0,,0.0,0.0,,5.4,310.0,,89.0,6.5,35.5,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.188948749,101.7017574
24.0,24.0,21.7,87.17,0.0,0,,0.0,0.0,,3.3,40.0,,89.0,7.1,33.5,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.087608707,101.7512107
33.9,36.4,20.1,44.57,0.0,0,,0.0,0.0,,8.9,61.0,,89.0,10.0,746.8,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.14675442,101.7005408
25.0,25.0,24.0,94.19,0.0,0,,0.0,0.0,,3.6,337.0,,89.0,8.6,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.097591459,101.7732352
25.2,25.2,22.9,86.96,0.0,0,,0.0,0.0,,8.1,10.0,1013.3,89.0,10.0,115.2,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.136657606,101.7101675
26.2,26.2,23.0,82.35,0.0,0,,0.0,0.0,,3.7,52.0,,89.0,7.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.103497903,101.7533078
34.0,38.1,21.9,49.43,0.0,0,,0.0,0.0,,9.1,327.0,1011.8,89.0,13.4,943.3,3.4,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.12280307,101.7014265
30.8,35.9,23.7,65.66,0.0,0,,0.0,0.0,,8.0,320.0,1012.5,88.4,11.1,741.0,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.157151236,101.7020153
27.1,29.7,22.8,77.14,0.0,0,,0.0,0.0,,4.7,318.0,1012.0,89.0,10.0,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.098397347,101.7132129
29.7,35.0,24.3,72.57,0.0,0,,0.0,0.0,,9.0,255.0,,89.0,10.0,317.8,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.102085032,101.7666068
25.4,25.4,23.6,90.12,0.0,0,,0.0,0.0,,2.7,9.0,,89.0,8.4,25.1,0.1,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.096516008,101.7123159
29.0,34.5,25.0,79.06,0.0,0,,0.0,0.0,,5.1,329.0,,89.0,9.9,175.9,0.6,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK",3.136029222,101.7115578
26.8,29.6,23.6,82.77,0.0,0,,0.0,0.0,,3.8,344.0,,89.0,8.4,0.0,,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK",3.16954682,101.7423528
